movieId,genres,original_title,id,overview,actors,director
75985,Action|Sci-Fi|Thriller,Repo Men,31867,"In the future, medical technology has advanced to the point where people can buy artificial organs to extend their lives. But if they default on payments, an organization known as the Union sends agents to repossess the organs. Remy is one of the best agents in the business, but when he becomes the recipient of an artificial heart, he finds himself in the same dire straits as his many victims.","['judelaw', 'forestwhitaker', 'alicebraga']",miguelsapochnik
76030,Horror|Thriller,Case 39,28355,"In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters.","['renéezellweger', 'jodelleferland', 'ianmcshane']",christianalvart
76077,Comedy|Sci-Fi,Hot Tub Time Machine,23048,"A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.","['johncusack', 'lizzycaplan', 'robcorddry']",stevepink
76093,Adventure|Animation|Children|Fantasy|IMAX,How to Train Your Dragon,10191,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father","['jaybaruchel', 'gerardbutler', 'craigferguson']",chrissanders
76175,Action|Adventure|Drama|Fantasy,Clash of the Titans,18823,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.","['samworthington', 'liamneeson', 'ralphfiennes']",louisleterrier
76251,Action|Comedy,Kick-Ass,23483,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.","['aarontaylor-johnson', 'chloëgracemoretz', 'christophermintz-plasse']",matthewvaughn
76293,Action|Comedy|Romance,Date Night,35056,"Phil and Claire Foster fear that their mild-mannered relationship may be falling into a stale rut. During their weekly date night, their dinner reservation leads to their being mistaken for a couple of thieves – and now a number of unsavoury characters want Phil and Claire killed.","['tinafey', 'stevecarell', 'markwahlberg']",shawnlevy
77191,Comedy,Death at a Funeral,2196,Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.,"['matthewmacfadyen', 'keeleyhawes', 'andynyman']",frankoz
77561,Action|Adventure|Sci-Fi|Thriller|IMAX,Iron Man 2,10138,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.","['robertdowneyjr.', 'gwynethpaltrow', 'doncheadle']",jonfavreau
77846,Crime|Drama,12 Angry Men,389,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.","['henryfonda', 'martinbalsam', 'johnfiedler']",sidneylumet
77866,Action|Adventure|Drama|Romance|War,Robin Hood,11886,"With King Richard off to the Crusades, Prince John and his slithering minion, Sir Hiss, set about taxing Nottingham's citizens with support from the corrupt sheriff - and staunch opposition by the wily Robin Hood and his band of merry men.","['brianbedford', 'philharris', 'peterustinov']",wolfgangreitherman
78039,Drama|Romance,Blue Valentine,46705,"Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage.","['ryangosling', 'michellewilliams', 'mikevogel']",derekcianfrance
78041,Action|Comedy,Killers,37821,"When an elite assassin marries a beautiful computer whiz after a whirlwind romance, he gives up the gun and settles down with his new bride. That is, until he learns that someone from his past has put a contract out on his life.","['katherineheigl', 'ashtonkutcher', 'tomselleck']",robertluketic
78088,Mystery|Thriller,Buried,26388,Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.,"['ryanreynolds', 'joséluisgarcíapérez', 'robertpaterson']",rodrigocortés
78105,Action|Adventure|Fantasy|Romance|IMAX,Prince of Persia: The Sands of Time,9543,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.","['jakegyllenhaal', 'gemmaarterton', 'benkingsley']",mikenewell
78209,Comedy,Get Him to the Greek,32823,"Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow, a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol, out of control rock star Aldous Snow, back to LA for his comeback show.","['jonahhill', 'russellbrand', 'rosebyrne']",nicholasstoller
78266,Horror|Sci-Fi|Thriller,Splice,37707,"Elsa and Clive, two young rebellious scientists, defy legal and ethical boundaries and forge ahead with a dangerous experiment: splicing together human and animal DNA to create a new organism. Named ""Dren"", the creature rapidly develops from a deformed female infant into a beautiful but dangerous winged human-chimera, who forges a bond with both of her creators - only to have that bond turn deadly.","['adrienbrody', 'sarahpolley', 'delphinechanéac']",vincenzonatali
78316,Drama|Romance,Letters to Juliet,37056,"An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by a the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.","['amandaseyfried', 'christopheregan', 'gaelgarcíabernal']",garywinick
78349,Mystery|Thriller,Exam,29917,The final candidates for a highly desirable corporate job are locked together in an exam room and given a test so simple and confusing that tension begins to unravel.,"['lukemably', 'adarbeck', 'chriscarey']",stuarthazeldine
78499,Adventure|Animation|Children|Comedy|Fantasy|IMAX,Toy Story 3,10193,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.","['tomhanks', 'timallen', 'nedbeatty']",leeunkrich
78574,Drama|Thriller,Winter's Bone,39013,"17 year-old Ree Dolly sets out to track down her father, who put their house up for his bail bond and then disappeared. If she fails, Ree and her family will be turned out into the Ozark woods. Challenging her outlaw kin's code of silence and risking her life, Ree hacks through the lies, evasions and threats offered up by her relatives and begins to piece together the truth.","['jenniferlawrence', 'johnhawkes', 'kevinbreznahan']",debragranik
79057,Action|Sci-Fi|Thriller,Predators,34851,"A mercenary reluctantly leads a motley crew of warriors who soon come to realize they've been captured and deposited on an alien planet by an unknown nemesis. With the exception of a peculiar physician, they are all cold-blooded killers, convicts, death squad members... hunters who have now become the hunted.","['tophergrace', 'alicebraga', 'laurencefishburne']",nimródantal
79091,Animation|Children|Comedy|Crime,Despicable Me,20352,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.","['stevecarell', 'jasonsegel', 'russellbrand']",pierrecoffin
79132,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,Inception,27205,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.","['leonardodicaprio', 'josephgordon-levitt', 'ellenpage']",christophernolan
79134,Comedy,Grown Ups,38365,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.","['adamsandler', 'salmahayek', 'mariabello']",dennisdugan
79185,Action|Comedy|Romance,Knight and Day,37834,"A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.","['tomcruise', 'camerondiaz', 'petersarsgaard']",jamesmangold
79274,Action|Animation,Batman: Under the Red Hood,40662,"Batman faces his ultimate challenge as the mysterious Red Hood takes Gotham City by firestorm. One part vigilante, one part criminal kingpin, Red Hood begins cleaning up Gotham with the efficiency of Batman, but without following the same ethical code.","['brucegreenwood', 'jensenackles', 'neilpatrickharris']",brandonvietti
79293,Action|Thriller,Salt,27576,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""","['angelinajolie', 'lievschreiber', 'chiwetelejiofor']",phillipnoyce
79357,Drama|Fantasy|Romance|Sci-Fi,Mr. Nobody,31011,"Nemo Nobody leads an ordinary existence with his wife and 3 children; one day, he wakes up as a mortal centenarian in the year 2092.","['jaredleto', 'dianekruger', 'linhđanphạm']",jacovandormael
79428,Comedy,Dinner for Schmucks,38778,"Rising executive Tim Wagner works for a boss who hosts a monthly dinner in which the guest who brings the biggest buffoon gets a career-boost. Tim plans on not attending until he meets Barry, a man who builds dioramas using stuffed mice. Barry's blundering but good intentions send Tim's life into a downward spiral, threatening a major business deal and possibly scuttling Tim's engagement to his fiancee.","['stevecarell', 'paulrudd', 'stephanieszostak']",jayroach
79702,Action|Comedy|Fantasy|Musical|Romance,Scott Pilgrim vs. the World,22538,"Scott Pilgrim is a film adaptation of the critically acclaimed, award-winning series of graphic novels of the same name by Canadian cartoonist Bryan Lee O’Malley. Scott Pilgrim is a 23 year old Canadian slacker and wannabe rockstar who falls in love with an American delivery girl, Ramona V. Flowers, and must defeat her seven ""evil exes"" to be able to date her.","['michaelcera', 'maryelizabethwinstead', 'kieranculkin']",edgarwright
80219,Action|Adventure|Comedy|Crime|Thriller,Machete,23631,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.","['dannytrejo', 'michellerodriguez', 'jessicaalba']",robertrodriguez
80363,Action|Horror|Sci-Fi|Thriller|IMAX,Resident Evil: Afterlife,35791,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.","['millajovovich', 'wentworthmiller', 'alilarter']",paulw.s.anderson
80549,Comedy|Romance,Easy A,37735,"After a little white lie about losing her virginity gets out, a clean cut high school girl sees her life paralleling Hester Prynne's in ""The Scarlet Letter,"" which she is currently studying in school - until she decides to use the rumor mill to advance her social and financial standing.","['emmastone', 'amandabynes', 'pennbadgley']",willgluck
80551,Drama|Romance,Eat Pray Love,38167,"Liz Gilbert had everything a modern woman is supposed to dream of having – a husband, a house and a successful career – yet like so many others, she found herself lost, confused and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy, the power of prayer in India and, finally and unexpectedly, the inner peace and balance of true love in Bali.","['juliaroberts', 'jamesfranco', 'javierbardem']",ryanmurphy
80590,Drama,Wall Street: Money Never Sleeps,33909,"As the global economy teeters on the brink of disaster, a young Wall Street trader partners with disgraced former Wall Street corporate raider Gordon Gekko on a two tiered mission: To alert the financial community to the coming doom, and to find out who was responsible for the death of the young trader's mentor.","['michaeldouglas', 'shialabeouf', 'joshbrolin']",oliverstone
80615,Adventure|Animation|Fantasy|IMAX,Legend of the Guardians: The Owls of Ga'Hoole,41216,"Soren, a young barn owl, is kidnapped by owls of St. Aggie's, ostensibly an orphanage, where owlets are brainwashed into becoming soldiers. He and his new friends escape to the island of Ga'Hoole, to assist its noble, wise owls who fight the army being created by the wicked rulers of St. Aggie's. The film is based on the first three books in the series.","['emilybarclay', 'abbiecornish', 'essiedavis']",zacksnyder
80693,Comedy|Drama,It's Kind of a Funny Story,43923,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,"['keirgilchrist', 'emmaroberts', 'zachgalifianakis']",ryanfleck
80748,Adventure|Children|Fantasy,Alice in Wonderland,12092,"On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!","['kathrynbeaumont', 'vernafelton', 'edwynn']",hamiltonluske
80831,Drama|Horror|Mystery,Let Me In,41402,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,"['kodismit-mcphee', 'chloëgracemoretz', 'richardjenkins']",mattreeves
80846,Horror|Mystery|Thriller,Devil,44040,A group of people trapped in a elevator realizes that the devil is among them.,"['chrismessina', 'jacobvargas', 'bojananovaković']",johnerickdowdle
80917,Drama|Sci-Fi,Monsters,43933,"Six years ago NASA discovered the possibility of alien life within our solar system. A probe was launched to collect samples, but crashed upon re-entry over Central America. Soon after, new life forms began to appear and half of Mexico was quarantined as an infected zone. Today, the American and Mexican military still struggle to contain ""the creatures,"" while a journalist agrees to escort a shaken tourist through the infected zone in Mexico to the safety of the U.S. border.","['whitneyable', 'scootmcnairy', 'annaleejefferies']",garethedwards
80969,Drama|Romance|Sci-Fi,Never Let Me Go,42188,"As children, Kathy, Ruth, and Tommy spend their childhood at an idyllic and secluded English boarding school. As they grow into adults, they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them.","['careymulligan', 'andrewgarfield', 'keiraknightley']",markromanek
81417,Horror|IMAX,Paranormal Activity 2,41436,"Just as Dan and Kristi welcome a newborn baby into their home, a demonic presence begins terrorizing them, tearing apart their perfect world and turning it into an inescapable nightmare. Security cameras capture the torment, making every minute horrifyingly real.","['katiefeatherston', 'davidbierend', 'brianboland']",todwilliams
81512,Drama|Fantasy,Hereafter,44603,"A supernatural thriller centered on three people -- a blue-collar American, a French journalist and a London school boy -- who are touched by death in different ways.","['mattdamon', 'brycedallashoward', 'thierryneuvic']",clinteastwood
81537,Comedy,Due Date,41733,"Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor.","['robertdowneyjr.', 'zachgalifianakis', 'michellemonaghan']",toddphillips
81562,Adventure|Drama|Thriller,127 Hours,44115,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,"['jamesfranco', 'katemara', 'ambertamblyn']",dannyboyle
81564,Action|Animation|Children|Comedy|Sci-Fi|IMAX,Megamind,38055,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.","['willferrell', 'bradpitt', 'tinafey']",tommcgrath
81591,Drama|Thriller,Black Swan,44214,"A ballet dancer wins the lead in ""Swan Lake"" and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile, the Black Swan.","['natalieportman', 'milakunis', 'vincentcassel']",darrenaronofsky
81782,Action|Drama|Thriller,Unstoppable,44048,"A runaway train, transporting deadly, toxic chemicals, is barreling down on Stanton, Pennsylvania, and only two men can stop it: a veteran engineer and a young conductor. Thousands of lives hang in the balance as these ordinary heroes attempt to chase down one million tons of hurtling steel and prevent an epic disaster.","['denzelwashington', 'chrispine', 'rosariodawson']",tonyscott
81834,Action|Adventure|Fantasy|IMAX,Harry Potter and the Deathly Hallows: Part 1,12444,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.","['danielradcliffe', 'emmawatson', 'rupertgrint']",davidyates
81847,Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,Tangled,38757,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.","['mandymoore', 'zacharylevi', 'donnamurphy']",byronhoward
82095,Sci-Fi|Thriller,Skyline,42684,"When strange lights descend on the city of Los Angeles, people are drawn outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth. Now the band of survivors must fight for their lives as the world unravels around them.","['ericbalfour', 'scottiethompson', 'davidzayas']",colinstrause
82152,Drama|Fantasy|Romance,Beastly,38117,"A curse transforms a handsome and arrogant young man into everything he detests in this contemporary retelling of Beauty and the Beast. Wealthy Kyle Kingson has everything a teenager could want in life, but he still gets off on humiliating the weaker and less attractive. When Kyle invites his misfit classmate Kendra to an environmental rally at their school, she questions his motivations but reluctantly accepts. Later, Kyle blows Kendra off, prompting the spurned goth girl to cast a dark spell on the swaggering egotist.","['alexpettyfer', 'vanessahudgens', 'mary-kateolsen']",danielbarnz
82459,Western,True Grit,44264,"Following the murder of her father by hired hand Tom Chaney, 14-year-old farm girl Mattie Ross sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find, a man with ""true grit,"" Reuben J. ""Rooster"" Cogburn. Mattie insists on accompanying Cogburn, whose drinking, sloth, and generally reprobate character do not augment her faith in him. Against his wishes, she joins him in his trek into the Indian Nations in search of Chaney. They are joined by Texas Ranger LaBoeuf, who wants Chaney for his own purposes. The unlikely trio find danger and adventure on the journey, and each has his or her ""grit"" tested.","['jeffbridges', 'mattdamon', 'joshbrolin']",joelcoen
82744,Action|Crime|Drama,Faster,41283,"Driver (Dwayne Johnson) has spent the last 10 years in prison planning revenge for the murder of his brother. Now that Driver is free to carry out his deadly plan only two men stand in his way- Billy Bob Thornton plays a veteran cop and Oliver Jackson-Cohen, a crazy hitman. With those two close on his trail, Driver races to carry out his mission as the mystery surrounding his brothers murder deepens.","['dwaynejohnson', 'billybobthornton', 'maggiegrace']","georgetillman,jr."
82852,Comedy,Little Fockers,39451,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.","['robertdeniro', 'benstiller', 'owenwilson']",paulweitz
82854,Adventure|Comedy|Fantasy,Gulliver's Travels,38745,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.","['jackblack', 'amandapeet', 'emilyblunt']",robletterman
83086,Drama|Musical|Romance,Burlesque,42297,"The Burlesque Lounge has its best days behind it. Tess, a retired dancer and owner of the venue, struggles to keep the aging theater alive, facing all kinds of financial and artistic challenges. With the Lounge's troupe members becoming increasingly distracted by personal problems and a threat coming from a wealthy businessman's quest to buy the spot from Tess, the good fortune seems to have abandoned the club altogether. Meanwhile, the life of Ali, a small-town girl from Iowa, is about to change dramatically. Hired by Tess as a waitress at the Lounge, Ali escapes a hollow past and quickly falls in love with the art of burlesque. Backed by newfound friends amongst the theater's crew, she manages to fulfill her dreams of being on stage herself. Things take a dramatic turn though when Ali's big voice makes her become the main attraction of the revue","['cher', 'christinaaguilera', 'ericdane']",steveantin
83480,Adventure|Drama|Fantasy,Season of the Witch,23047,"A 14th century Crusader returns with his comrade to a homeland devastated by the Black Plague. The Church commands the two knights to transport a witch to a remote abbey, where monks will perform a ritual in hopes of ending the pestilence.","['nicolascage', 'ronperlman', 'ulrichthomsen']",dominicsena
83613,Action|Sci-Fi|Thriller|Western|IMAX,Cowboys & Aliens,49849,"A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde, he finds himself leading an unlikely posse of cowboys, outlaws, and Apache warriors against a common enemy from beyond this world in an epic showdown for survival.","['danielcraig', 'oliviawilde', 'harrisonford']",jonfavreau
84152,Sci-Fi|Thriller,Limitless,51876,"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.","['bradleycooper', 'robertdeniro', 'abbiecornish']",neilburger
84189,Crime|Horror|Thriller,I Spit on Your Grave,43947,"A remake of the 1979 controversial cult classic, I Spit on Your Grave retells the horrific tale of writer Jennifer Hills who takes a retreat from the city to a charming cabin in the woods to start on her next book. But Jennifer's presence in the small town attracts the attention of a few morally deprived locals led by Johnny, the town's service station owner, his two co-workers, Andy and Stanley, who along with their socially and mentally challenged friend Matthew, set out one night to teach this city girl a lesson.","['sarahbutler', 'danielfranzese', 'chadlindberg']",stevenr.monroe
84374,Comedy|Romance,No Strings Attached,41630,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?","['natalieportman', 'ashtonkutcher', 'kevinkline']",ivanreitman
84601,Drama|Mystery|Thriller,Unknown,48138,"An American biologist attending a conference in Berlin awakens from a coma after a car accident, only to discover that someone has taken his identity and that no one, not even his wife, believes him. With the help of an illegal immigrant and a former Stazi agent, he sets out to prove who he is and find out why people are trying to kill him.","['liamneeson', 'dianekruger', 'januaryjones']",jaumecollet-serra
84637,Adventure|Animation|Children|Comedy|Fantasy|Romance,Gnomeo & Juliet,45772,"A version of Shakespeare's play, set in the world of warring indoor and outdoor gnomes. Garden gnomes Gnomeo and Juliet have as many obstacles to overcome as their quasi namesakes when they are caught up in a feud between neighbors. But with plastic pink flamingos and lawnmower races in the mix, can this young couple find lasting happiness?","['jamesmcavoy', 'michaelcaine', 'maggiesmith']",kellyasbury
84772,Adventure|Comedy|Sci-Fi,Paul,39513,"For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run.","['sethrogen', 'simonpegg', 'nickfrost']",gregmottola
84942,Action|Fantasy|Thriller,Drive Angry,47327,"Milton is a hardened felon who has broken out of Hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. He joins forces with Piper, a sexy, tough-as-nails waitress with a 69 Charger, who's also seeking redemption of her own. Caught in a deadly race against time, Milton has three days to avoid capture, avenge his daughter's death, and save her baby before she's mercilessly sacrificed by the cult.","['nicolascage', 'amberheard', 'williamfichtner']",patricklussier
84944,Action|Adventure|Animation|Children|Comedy|Western,Rango,44896,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.","['johnnydepp', 'islafisher', 'nedbeatty']",goreverbinski
85022,Comedy,Hall Pass,48988,"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages: they grant the guys a ""hall pass"", one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life - and themselves - are completely and hilariously out of sync with reality.","['owenwilson', 'jasonsudeikis', 'jennafischer']",bobbyfarrelly
85056,Action|Sci-Fi|Thriller|IMAX,I Am Number Four,46529,"A teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. With three dead and one on the run, the race to find the elusive Number Four begins. Outwardly normal teen John Smith never gets too comfortable in the same identity, and along with his guardian, Henri, he is constantly moving from town to town. With each passing day, John gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger.","['alexpettyfer', 'timothyolyphant', 'teresapalmer']",d.j.caruso
85131,Action|Sci-Fi|War,Battle: Los Angeles,44943,"The Earth is attacked by unknown forces. As people everywhere watch the world's great cities fall, Los Angeles becomes the last stand for mankind in a battle no one expected. It's up to a Marine staff sergeant and his new platoon to draw a line in the sand as they take on an enemy unlike any they've ever encountered before.","['aaroneckhart', 'ramónrodríguez', 'willrothhaar']",jonathanliebesman
85367,Comedy|Romance,Just Go with It,50546,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.","['adamsandler', 'jenniferaniston', 'nicolekidman']",dennisdugan
85397,Fantasy|Horror|Mystery|Thriller,Red Riding Hood,49730,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man – who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them.","['amandaseyfried', 'garyoldman', 'billyburke']",catherinehardwicke
85401,Action|Comedy|Drama,Super,45132,"After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, though he lacks for heroic skills.","['rainnwilson', 'ellenpage', 'livtyler']",jamesgunn
85414,Action|Drama|Mystery|Sci-Fi|Thriller,Source Code,45612,"Decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, discovering he's involved in a mission to find the bomber of a Chicago commuter train. He learns he's part of a top-secret experimental program that enables him to experience the final 8 minutes of another person's life. Colter re-lives the train incident over and over again, gathering more clues each time. But can he discover who is responsible for the attack before the next one happens?","['jakegyllenhaal', 'michellemonaghan', 'verafarmiga']",duncanjones
85510,Action|Fantasy|Thriller|IMAX,Sucker Punch,23629,"A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.","['emilybrowning', 'abbiecornish', 'jenamalone']",zacksnyder
85788,Fantasy|Horror|Thriller,Insidious,49018,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.","['patrickwilson', 'rosebyrne', 'tysimpkins']",jameswan
86190,Action|Adventure|Mystery|Thriller,Hanna,50456,"A 16-year-old girl raised by her father to be the perfect assassin is dispatched on a mission across Europe. Tracked by a ruthless operatives, she faces startling revelations about her existence and questions about her humanity.","['saoirseronan', 'ericbana', 'vickykrieps']",joewright
86295,Comedy|Horror|Mystery|Thriller,Scream 4,41446,"Sidney Prescott, now the author of a self-help book, returns home to Woodsboro on the last stop of her book tour. There she reconnects with Sheriff Dewey and Gale, who are now married, as well as her cousin Jill and her Aunt Kate. Unfortunately, Sidney's appearance also brings about the return of Ghostface, putting Sidney, Gale, and Dewey, along with Jill, her friends, and the whole town of Woodsboro in danger.","['davidarquette', 'nevecampbell', 'courteneycox']",wescraven
